,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,new_column
166069,GBR,Europe,United Kingdom,29-03-21,4341741.0,4655.0,5110.429,126701.0,23.0,63.286,63655.252,68.248,74.925,1857.592,0.337,0.928,0.84,583.0,8.547,4198.0,61.548,,,2153.0,31.566,116820690.0,1005588.0,1712.735,14.743,1144541.0,16.78,0.0045,224.0,tests performed,34530295.0,30682093.0,3848202.0,,405039.0,548391.0,50.63,44.98,5.64,,8040.0,336317.0,0.493,70.37,68207114.0,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20.0,24.7,,2.54,81.32,0.932,,,,,EuropeUnited Kingdom
83789,KAZ,Asia,Kazakhstan,19-02-22,1386291.0,1974.0,1271.571,18851.0,0.0,16.429,72982.051,103.922,66.943,992.421,0.0,0.865,0.39,,,,,,,,,,,,,,,,,,20613121.0,9338220.0,8924341.0,2350560.0,62439.0,351158.0,108.52,49.16,46.98,12.37,18487.0,7021.0,0.037,62.04,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,,AsiaKazakhstan
119535,MNP,Oceania,Northern Mariana Islands,28-07-21,,,,,,,,,,,,,,,,,,,,,,52720.0,30.0,910.378,0.518,42.0,0.725,0.014,71.4,tests performed,,,,,,,,,,,,,,,57910.0,119.878,,,,,,194.994,,,,,,76.74,,,,,,OceaniaNorthern Mariana Islands
105198,MCO,Europe,Monaco,18-04-20,94.0,0.0,0.286,3.0,0.0,0.286,2378.543,0.0,7.23,75.911,0.0,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,39520.0,19347.5,,,,,,,5.46,,,,13.8,86.75,,,,,,EuropeMonaco
120231,NOR,Europe,Norway,13-09-21,177262.0,1120.0,1256.143,827.0,0.0,0.714,32432.132,204.917,229.826,151.309,0.0,0.131,0.87,,,127.0,23.236,,,,,7513369.0,30624.0,1374.658,5.603,24076.0,4.405,0.043,23.3,people tested,7492140.0,3996347.0,3493745.0,2048.0,16081.0,31603.0,137.08,73.12,63.92,0.04,5782.0,8921.0,0.163,38.89,5465629.0,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,,,,,EuropeNorway
60170,DEU,Europe,Germany,26-08-20,236429.0,1576.0,1359.286,9280.0,3.0,5.286,2817.97,18.784,16.201,110.607,0.036,0.063,1.06,227.0,2.706,,,,,414.0,4.934,,,,,153850.0,1.834,,,tests performed,,,,,,,,,,,,,,59.72,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,,EuropeGermany
167109,USA,North America,United States,19-11-21,47685554.0,126867.0,92385.143,771807.0,1793.0,1170.0,143236.392,381.079,277.504,2318.33,5.386,3.514,1.11,11823.0,35.514,45157.0,135.641,,,41008.0,123.179,658525420.0,1650989.0,1978.058,4.959,1491398.0,4.48,0.061,16.4,tests performed,458405314.0,229941415.0,198985828.0,39511361.0,2061176.0,1506786.0,138.07,69.26,59.93,11.9,4538.0,475427.0,0.143,50.46,332915074.0,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,,,,,North AmericaUnited States
174430,OWID_WRL,,World,02-03-22,440298875.0,1660491.0,1517708.714,5973913.0,7988.0,7803.571,55911.212,210.857,192.726,758.595,1.014,0.991,0.91,,,,,,,,,,,,,,,,,,10816850444.0,4986302734.0,4390703416.0,1413836538.0,25855613.0,21332232.0,137.36,63.32,55.76,17.95,2709.0,5441782.0,0.069,,7874965730.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,,,,,
95390,LUX,Europe,Luxembourg,11-10-21,79196.0,178.0,96.429,837.0,1.0,0.286,124754.653,280.397,151.901,1318.496,1.575,0.45,1.15,3.0,4.726,22.0,34.656,,,,,3546275.0,2248.0,5586.321,3.541,2282.0,3.595,0.043,23.3,tests performed,798339.0,421269.0,,6072.0,83.0,773.0,125.76,66.36,,0.96,1218.0,269.0,0.042,37.96,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,,EuropeLuxembourg
164980,ARE,Asia,United Arab Emirates,09-06-20,39904.0,528.0,588.0,283.0,2.0,2.0,3993.961,52.847,58.852,28.325,0.2,0.2,0.85,,,,,,,,,2636153.0,45378.0,263.851,4.542,43477.0,4.352,0.0135,73.9,tests performed,,,,,,,,,,,,,,72.22,9991083.0,112.442,34.0,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,,,,,AsiaUnited Arab Emirates
84963,OWID_KOS,Europe,Kosovo,27-04-20,763.0,32.0,28.857,21.0,1.0,1.286,428.143,17.956,16.193,11.784,0.561,0.721,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,,EuropeKosovo
36485,CRI,North America,Costa Rica,11-12-20,150947.0,1132.0,1037.429,1895.0,13.0,17.429,29372.532,220.274,201.872,368.745,2.53,3.391,1.05,,,,,,,,,376544.0,3218.0,73.271,0.626,2680.0,0.521,0.308,3.2,people tested,,,,,,,,,,,,,,55.56,5139053.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,,,,,North AmericaCosta Rica
123316,PSE,Asia,Palestine,07-01-21,145252.0,995.0,1035.429,1536.0,17.0,19.429,27811.37,190.512,198.253,294.098,3.255,3.72,0.78,,,,,,,,,,4581.0,,0.877,4605.0,0.882,0.2248,4.4,tests performed,,,,,,,,,,,,,,62.5,5222756.0,778.202,20.4,3.043,1.726,4449.898,1.0,265.91,10.59,,,,,74.05,0.708,,,,,AsiaPalestine
85077,OWID_KOS,Europe,Kosovo,19-08-20,11848.0,162.0,150.429,425.0,9.0,8.571,6648.28,90.903,84.41,238.481,5.05,4.81,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,,EuropeKosovo
137817,SMR,Europe,San Marino,01-02-22,12884.0,0.0,156.857,109.0,0.0,0.143,378829.756,0.0,4612.089,3204.94,0.0,4.2,0.94,,,,,,,,,,,,,,,,,,,,,,,179.0,,,,,5263.0,5.0,0.015,52.78,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,,EuropeSan Marino
73927,IND,Asia,India,19-07-21,31174322.0,30093.0,38148.571,414482.0,374.0,528.286,22372.7,21.597,27.378,297.459,0.268,0.379,0.96,,,,,,,,,445422256.0,1463593.0,319.664,1.05,1872063.0,1.344,0.0204,49.1,samples tested,411846401.0,326392783.0,85453618.0,,,4339822.0,29.56,23.42,6.13,,3115.0,2825715.0,0.203,81.94,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,,AsiaIndia
49200,EST,Europe,Estonia,13-04-20,1332.0,23.0,32.0,28.0,3.0,1.286,1005.14,17.356,24.148,21.129,2.264,0.97,0.82,0.0,0.0,144.0,108.664,,,,,34213.0,1705.0,25.817,1.287,1371.0,1.035,0.0233,42.8,tests performed,,,,,,,,,,,,,,77.78,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,,,,,EuropeEstonia
33694,COL,South America,Colombia,03-04-20,1267.0,106.0,104.0,25.0,6.0,2.714,24.714,2.068,2.029,0.488,0.117,0.053,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
90055,LSO,Africa,Lesotho,08-12-21,21838.0,0.0,4.429,663.0,0.0,0.0,10114.554,0.0,2.051,307.077,0.0,0.0,1.04,,,,,,,,,,,,,,,,,,635881.0,626669.0,618414.0,,,867.0,29.45,29.02,28.64,,402.0,2134.0,0.099,52.78,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,,AfricaLesotho
43683,DJI,Africa,Djibouti,15-11-21,13496.0,1.0,0.429,186.0,0.0,0.0,13466.414,0.998,0.428,185.592,0.0,0.0,0.49,,,,,,,,,,,,,,,,,,,,,,,608.0,,,,,607.0,653.0,0.065,49.07,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,,AfricaDjibouti
85209,OWID_KOS,Europe,Kosovo,29-12-20,50910.0,109.0,248.714,1325.0,8.0,9.0,28567.18,61.163,139.561,743.499,4.489,5.05,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.3,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,,EuropeKosovo
3437,AND,Europe,Andorra,05-02-21,10172.0,35.0,47.857,104.0,1.0,0.571,131499.341,452.465,618.677,1344.468,12.928,7.387,0.9,,,,,,,,,,,,,557.0,7.201,0.0859,11.6,tests performed,,,,,,44.0,,,,,569.0,44.0,0.057,55.56,77354.0,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,,,,,EuropeAndorra
145345,SLB,Oceania,Solomon Islands,23-06-21,20.0,0.0,0.0,,,,28.409,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,,,,,308.0,168.0,0.024,25.0,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,,OceaniaSolomon Islands
140817,SRB,Europe,Serbia,30-12-21,1297147.0,1949.0,1420.714,12688.0,23.0,24.286,188770.738,283.633,206.753,1846.455,3.347,3.534,1.42,91.0,13.243,2077.0,302.261,,,,,7221585.0,16372.0,1050.94,2.383,14206.0,2.067,0.1,10.0,people tested,,,,,,10421.0,,,,,1517.0,1294.0,0.019,28.7,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,,EuropeSerbia
43070,DNK,Europe,Denmark,31-03-22,3058773.0,3931.0,4220.714,5698.0,30.0,25.714,526167.916,676.208,726.044,980.166,5.161,4.423,0.61,24.0,4.128,1162.0,199.886,,,1013.0,174.256,66622648.0,25839.0,11460.38,4.445,24892.0,4.282,0.1696,5.9,tests performed,13209537.0,4839883.0,4800185.0,3616370.0,919.0,884.0,227.23,83.26,82.57,62.21,152.0,59.0,0.001,,5813302.0,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,,,,,EuropeDenmark
160265,TTO,North America,Trinidad and Tobago,15-01-21,7343.0,23.0,17.714,130.0,0.0,0.429,5232.39,16.389,12.623,92.634,0.0,0.305,1.1,,,,,,,,,77219.0,385.0,55.024,0.274,359.0,0.256,0.051,19.6,people tested,,,,,,,,,,,,,,68.52,1403374.0,266.886,36.2,10.014,5.819,28763.071,,228.467,10.97,,,89.443,3.0,73.51,0.796,,,,,North AmericaTrinidad and Tobago
99754,MLI,Africa,Mali,23-02-21,8324.0,18.0,11.857,348.0,0.0,0.857,399.123,0.863,0.569,16.686,0.0,0.041,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,,AfricaMali
159441,TGO,Africa,Togo,13-02-22,36650.0,16.0,8.143,271.0,1.0,0.429,4322.83,1.887,0.96,31.964,0.118,0.051,0.6,,,,,,,,,675979.0,1062.0,79.731,0.125,956.0,0.113,0.0085,117.4,tests performed,,,,,,5219.0,,,,,616.0,3190.0,0.038,43.52,8478242.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,,AfricaTogo
110112,MMR,Asia,Myanmar,07-05-21,142903.0,29.0,12.286,3210.0,0.0,0.143,2607.433,0.529,0.224,58.57,0.0,0.003,1.2,,,,,,,,,2587501.0,,47.212,,1419.0,0.026,0.0087,115.5,samples tested,,,,,,60120.0,,,,,1097.0,13781.0,0.025,72.22,54806014.0,81.721,29.1,5.732,3.12,5591.597,6.4,202.104,4.61,6.3,35.2,79.287,0.9,67.13,0.583,,,,,AsiaMyanmar
1863,ALB,Europe,Albania,29-12-20,57146.0,574.0,476.0,1170.0,6.0,8.429,19891.164,199.796,165.684,407.249,2.088,2.934,0.92,,,,,,,,,242495.0,2682.0,84.407,0.934,2119.0,0.738,0.2246,4.5,tests performed,,,,,,,,,,,,,,56.48,2872934.0,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,,,,,EuropeAlbania
130692,QAT,Asia,Qatar,21-02-22,354638.0,416.0,462.286,662.0,0.0,0.571,121015.218,141.954,157.748,225.898,0.0,0.195,0.62,,,,,,,,,5702628.0,20940.0,1945.941,7.145,21907.0,7.475,,,tests performed,6222845.0,,,1146672.0,21574.0,16806.0,212.35,,,39.13,5735.0,1246.0,0.043,58.33,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,,AsiaQatar
83507,KAZ,Asia,Kazakhstan,13-05-21,407024.0,2676.0,2281.714,6976.0,0.0,31.143,21428.002,140.879,120.122,367.255,0.0,1.64,0.95,,,,,,,,,10749824.0,58711.0,565.93,3.091,42052.0,2.214,0.0543,18.4,tests performed,,,,,,57339.0,,,,,3019.0,25580.0,0.135,62.96,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,,AsiaKazakhstan
60895,GHA,Africa,Ghana,29-07-20,35142.0,736.0,781.429,175.0,7.0,3.143,1107.458,23.194,24.626,5.515,0.221,0.099,1.02,,,,,,,,,,,,,3554.0,0.112,0.2199,4.5,tests performed,,,,,,,,,,,,,,52.78,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,,AfricaGhana
108225,MAR,Africa,Morocco,31-03-20,617.0,61.0,63.857,36.0,3.0,4.429,16.522,1.633,1.71,0.964,0.08,0.119,1.61,,,,,,,,,2900.0,149.0,0.078,0.004,292.0,0.008,0.2187,4.6,people tested,,,,,,,,,,,,,,93.52,37344787.0,80.08,29.6,6.769,4.209,7485.013,1.0,419.146,7.14,0.8,47.1,,1.1,76.68,0.686,,,,,AfricaMorocco
142742,SGP,Asia,Singapore,28-12-20,58529.0,5.0,13.857,29.0,0.0,0.0,10732.177,0.917,2.541,5.318,0.0,0.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,,AsiaSingapore
86204,KWT,Asia,Kuwait,09-08-21,403868.0,519.0,646.429,2372.0,3.0,4.714,93303.236,119.902,149.341,547.989,0.693,1.089,0.71,,,,,,,,,3526758.0,15482.0,814.766,3.577,13684.0,3.161,0.0472,21.2,tests performed,,,,,,6967.0,,,,,1610.0,12350.0,0.285,49.07,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,,AsiaKuwait
124925,PNG,Oceania,Papua New Guinea,21-04-21,9952.0,0.0,138.286,91.0,0.0,2.857,1091.347,0.0,15.165,9.979,0.0,0.313,1.01,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,13.0,117.0,0.001,65.74,9119005.0,18.22,22.6,3.808,2.142,3823.194,,561.494,17.65,23.5,48.8,,,64.5,0.555,,,,,OceaniaPapua New Guinea
102365,MRT,Africa,Mauritania,27-03-22,58666.0,0.0,0.571,982.0,0.0,0.143,12285.79,0.0,0.12,205.65,0.0,0.03,0.73,,,,,,,,,,,,,494.0,0.103,0.0012,865.1,tests performed,,,,,,,,,,,,,,43.52,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,,AfricaMauritania
157286,THA,Asia,Thailand,07-05-20,2992.0,3.0,5.429,55.0,0.0,0.143,42.773,0.043,0.078,0.786,0.0,0.002,0.43,,,,,,,,,271008.0,7667.0,3.874,0.11,7222.0,0.103,0.0008,1330.3,tests performed,,,,,,,,,,,,,,75.0,69950844.0,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,,,,,AsiaThailand
9014,OWID_ASI,,Asia,14-07-21,58195731.0,209046.0,183558.429,833736.0,2883.0,3084.571,12439.118,44.683,39.235,178.208,0.616,0.659,,,,,,,,,,,,,,,,,,,2223059480.0,1214939551.0,209601197.0,3455215.0,24864690.0,21352327.0,47.52,25.97,4.48,0.07,4564.0,12812324.0,0.274,,4678444992.0,,,,,,,,,,,,,,,,,,,
70087,OWID_HIC,,High income,06-09-21,93083101.0,186973.0,272598.857,1618571.0,1276.0,2151.714,76616.005,153.896,224.374,1332.234,1.05,1.771,,,,,,,,,,,,,,,,,,,1437401222.0,786394779.0,669482208.0,10109747.0,4958743.0,5198693.0,118.31,64.73,55.1,0.83,4279.0,2094128.0,0.172,,1214930230.0,,,,,,,,,,,,,,,,,,,
136783,WSM,Oceania,Samoa,10-05-21,3.0,0.0,0.0,,,,14.989,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,648.0,,,,,3238.0,648.0,0.324,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,,OceaniaSamoa
116212,NGA,Africa,Nigeria,21-05-20,7016.0,339.0,264.857,211.0,11.0,6.286,33.188,1.604,1.253,0.998,0.052,0.03,1.22,,,,,,,,,,,,,1345.0,0.006,0.1969,5.1,tests performed,,,,,,,,,,,,,,84.26,211400704.0,209.588,18.1,2.751,1.447,5338.454,,181.013,2.42,0.6,10.8,41.949,,54.69,0.539,,,,,AfricaNigeria
80137,ITA,Europe,Italy,09-08-21,4400617.0,4200.0,6012.0,128242.0,22.0,22.0,72897.157,69.574,99.59,2124.356,0.364,0.364,1.13,323.0,5.351,3109.0,51.501,189.0,3.131,2080.0,34.456,79277767.0,102864.0,1313.253,1.704,211798.0,3.508,0.0284,35.2,tests performed,72517173.0,40018578.0,33894187.0,,407733.0,409064.0,120.13,66.29,56.15,,6776.0,167777.0,0.278,63.89,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,,EuropeItaly
28179,CMR,Africa,Cameroon,23-12-21,108451.0,41.0,112.714,1851.0,5.0,2.143,3983.616,1.506,4.14,67.991,0.184,0.079,0.6,,,,,,,,,,,,,,,,,,,,,,,2409.0,,,,,88.0,1995.0,0.007,30.56,27224262.0,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,,,,,AfricaCameroon
47827,GNQ,Africa,Equatorial Guinea,26-09-20,5028.0,10.0,3.714,83.0,0.0,0.0,3467.847,6.897,2.562,57.246,0.0,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,,AfricaEquatorial Guinea
33999,COL,South America,Colombia,02-02-21,2114597.0,10091.0,10463.571,54576.0,304.0,349.714,41247.68,196.837,204.104,1064.569,5.93,6.822,0.79,,,,,,,,,10176345.0,61078.0,198.501,1.191,65069.0,1.269,0.168,6.0,tests performed,,,,,,,,,,,,,,81.02,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
108106,MSR,North America,Montserrat,30-01-22,163.0,0.0,1.143,1.0,0.0,0.0,32724.353,0.0,229.443,200.763,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,2610.0,4.0,0.08,,4981.0,,,,,,,,,,,,,74.16,,,,,,North AmericaMontserrat
34418,COL,South America,Colombia,28-03-22,6083939.0,296.0,328.571,139585.0,12.0,16.286,118674.324,5.774,6.409,2722.768,0.234,0.318,0.66,,,,,,,,,33790938.0,23840.0,659.132,0.465,21095.0,0.411,0.019,52.6,tests performed,80649211.0,41951410.0,34756228.0,10270753.0,76047.0,104996.0,157.32,81.83,67.8,20.03,2048.0,20324.0,0.04,52.78,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
32312,CHL,South America,Chile,04-10-20,470179.0,1708.0,1754.0,12979.0,60.0,48.286,24472.733,88.901,91.295,675.555,3.123,2.513,0.96,856.0,44.555,,,293.0,15.251,1266.0,65.895,3458530.0,36333.0,180.016,1.891,34020.0,1.771,0.0516,19.4,tests performed,,,,,,,,,,,,,,81.94,19212362.0,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,11563.3,13.32,8.46,601.8676933,South AmericaChile
53665,FRO,Europe,Faeroe Islands,21-11-21,3169.0,0.0,32.857,12.0,0.0,0.571,64603.592,0.0,669.829,244.633,0.0,11.649,,,,,,,,,,,,,,,,,,,,,,,,323.0,,,,,6585.0,25.0,0.051,38.89,49053.0,35.308,,,,,,,,,,,,80.67,,,,,,EuropeFaeroe Islands
125933,PRY,South America,Paraguay,25-12-21,465028.0,0.0,133.143,16596.0,0.0,10.429,64411.513,0.0,18.442,2298.729,0.0,1.444,1.2,,,,,,,,,2027528.0,2812.0,280.835,0.389,2675.0,0.371,0.0498,20.1,tests performed,,,,,,27171.0,,,,,3763.0,2103.0,0.029,40.74,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,,South AmericaParaguay
175729,ZMB,Africa,Zambia,07-09-21,207294.0,127.0,138.143,3620.0,3.0,2.571,10955.962,6.712,7.301,191.325,0.159,0.136,0.69,,,,,,,,,2319024.0,6305.0,122.566,0.333,6251.0,0.33,0.0221,45.3,tests performed,602996.0,311049.0,291947.0,,,3337.0,3.19,1.64,1.54,,176.0,106.0,0.001,43.52,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,,AfricaZambia
171118,VAT,Europe,Vatican,10-01-21,27.0,0.0,0.0,,,,33251.232,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,,,,,,,,,,,,,75.12,,,,,,EuropeVatican
9046,OWID_ASI,,Asia,15-08-21,66032511.0,256938.0,268193.143,968674.0,4432.0,4711.857,14114.201,54.92,57.325,207.05,0.947,1.007,,,,,,,,,,,,,,,,,,,3084476532.0,1477785061.0,1136660076.0,10270970.0,24238484.0,26757690.0,65.93,31.59,24.3,0.22,5719.0,15978189.0,0.342,,4678444992.0,,,,,,,,,,,,,,,,,,,
33901,COL,South America,Colombia,27-10-20,1033218.0,8166.0,8439.857,30565.0,217.0,184.714,20154.122,159.287,164.629,596.206,4.233,3.603,1.14,,,,,,,,,4820035.0,48314.0,94.02,0.942,45744.0,0.892,0.199,5.0,tests performed,,,,,,,,,,,,,,65.74,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,,South AmericaColombia
48327,GNQ,Africa,Equatorial Guinea,08-02-22,15850.0,0.0,3.143,182.0,0.0,0.0,10931.856,0.0,2.168,125.527,0.0,0.0,0.48,,,,,,,,,,,,,353.0,0.243,0.0089,112.3,tests performed,,,,,,202.0,,,,,139.0,155.0,0.011,,1449891.0,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,,,,,AfricaEquatorial Guinea
148575,KOR,Asia,South Korea,12-10-21,335742.0,1579.0,1766.143,2605.0,11.0,9.857,6544.017,30.777,34.424,50.775,0.214,0.192,0.8,364.0,7.095,,,,,,,30991413.0,113542.0,604.06,2.213,134413.0,2.62,0.0131,76.1,people tested,70221982.0,40294106.0,31399461.0,4630.0,707967.0,506178.0,136.87,78.54,61.2,0.01,9866.0,47897.0,0.093,47.22,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,,AsiaSouth Korea
102940,MUS,Africa,Mauritius,04-10-21,16083.0,307.0,98.857,100.0,10.0,3.0,12629.689,241.082,77.631,78.528,7.853,2.356,0.93,,,,,,,,,,,,,,,,,,,,,,,3646.0,,,,,2863.0,1684.0,0.132,39.81,1273428.0,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,,3.4,74.99,0.804,,,,,AfricaMauritius
172953,VNM,Asia,Vietnam,15-10-21,857639.0,3797.0,3713.714,21043.0,93.0,100.857,8736.368,38.678,37.83,214.355,0.947,1.027,0.81,,,,,,,,,57279997.0,211630.0,583.485,2.156,266146.0,2.711,0.014,71.7,people tested,,,,,,1213354.0,,,,,12360.0,745054.0,0.759,64.35,98168829.0,308.127,32.6,7.15,4.718,6171.884,2.0,245.465,6.0,1.0,45.9,85.847,2.6,75.4,0.704,,,,,AsiaVietnam
109497,MOZ,Africa,Mozambique,09-09-21,148727.0,175.0,237.286,1891.0,3.0,2.857,4624.158,5.441,7.378,58.794,0.093,0.089,0.59,,,,,,,,,871683.0,2095.0,27.102,0.065,2197.0,0.068,0.108,9.3,tests performed,,,,,,36104.0,,,,,1123.0,6195.0,0.019,48.15,32163045.0,37.728,17.7,3.158,1.87,1136.103,62.9,329.942,3.3,5.1,29.1,12.227,0.7,60.85,0.456,,,,,AfricaMozambique
152098,SUR,South America,Suriname,06-12-20,5324.0,0.0,1.714,117.0,0.0,0.0,8996.313,0.0,2.897,197.703,0.0,0.0,1.07,,,,,,,,,8150.0,117.0,13.772,0.198,48.0,0.081,0.032,31.2,tests performed,,,,,,,,,,,,,,57.41,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,,South AmericaSuriname
